DIRECTORIO;FEX_C
7578968;46.361490661
7578969;46.361490661
7578973;55.359279852
7578975;46.35859481
7578976;52.139909168
7578978;55.822765303
7578979;59.355669007
7578981;52.101504695
7578982;33.416335739
7578984;48.790939213
7578985;52.357515775
7578986;25.800482521
7578989;33.416335739
7578990;50.34729437
7578991;38.145922289
7578994;63.352042201
7578995;52.711040925
7578997;39.316956506
7578999;63.109555695
7579001;74.527878485
7579002;53.985553515
7579003;63.352042201
7579004;55.205311136
7583347;356.59220378
7583348;339.65352252
7584127;12.420282467
7584128;14.462154158
7584129;18.207120631
7584130;10.862994596
7584131;11.689666291
7584132;13.972817775
7584133;12.053786238
7584134;12.053786238
7584135;13.211421898
7584137;11.689666291
7584138;15.130453435
7584139;11.689666291
7584140;10.390814481
7584141;12.420282467
7584285;50.74037138
7584289;76.955236457
7584292;56.616119595
7584565;81.631755043
7584567;76.220499293
7584569;45.708863327
7584570;53.795044816
7584571;46.412541937
7584573;42.505720665
7584576;59.498922034
7584577;48.827691198
7584578;95.253104752
7584579;316.78603926
7584581;329.86061708
7584583;280.68570449
7584585;300.80934395
7584586;241.50540039
7584587;316.44355376
7584588;235.48630418
7584589;290.2325415
7584590;290.2325415
7584591;195.85822861
7584592;195.09642358
7584594;354.2090076
7584595;231.95856338
7584596;236.8373897
7584597;213.86897752
7584598;182.96858914
7584599;203.29217507
7584600;229.84567283
7584601;280.68570449
7584602;273.26272804
7584604;311.87300499
7584605;273.26272804
7584607;491.28663782
7584608;195.85822861
7584609;138.15514399
7584610;95.593700488
7584665;173.65279775
7584666;150.72244931
7584667;195.46948026
7584668;238.02333068
7584669;194.44733728
7584670;161.5220375
7584672;186.04037925
7584673;243.9084143
7584674;152.91562985
7584675;217.05157475
7584755;282.61748386
7584757;294.18770369
7584759;409.05378631
7584761;241.58412627
7584762;153.13659711
7584763;66.119641775
7584766;37.356826627
7584772;68.728350853
7584773;68.728350853
7584774;56.511464854
7584964;70.788161325
7584965;53.730936136
7584967;65.731864088
7584968;50.311323732
7584969;71.761382895
7584971;71.414475854
7584972;72.175577075
7584974;115.03076215
7584975;71.565724631
7584977;45.280191359
7584978;56.068450759
7584980;70.570009959
7584981;69.02420311
7584983;73.077765897
7584984;53.444626778
7584985;86.466522597
7584986;58.993670347
7584987;64.080070388
7584988;52.387662733
7584989;80.148489524
7584990;82.146349571
7584991;94.013426213
7584992;59.041722821
7584993;86.839297359
7584994;69.629113957
7584995;59.041722821
7584996;98.152881567
7584997;118.16673529
7584998;70.345439837
7584999;71.90623375
7585000;59.290523253
7585001;64.904176368
7585002;67.738929865
7585003;9.6922518547
7585004;11.786406839
7585005;18.001823345
7585006;11.181585209
7585007;13.959984655
7585008;36.377775468
7585009;18.82613418
7585010;21.215300823
7585011;9.1951308428
7585012;10.480175346
7585013;10.071972207
7585014;7.5448165277
7585015;11.781056032
7585016;15.454866343
7585017;9.1951308428
7585018;8.4018565454
7585019;9.1951308428
7585021;12.170664421
7585022;11.781056032
7585023;15.069795185
7585024;16.552664751
7585025;10.480175346
7585026;43.801722362
7585027;31.904392763
7585028;36.311948541
7585030;29.363219513
7585031;22.143062528
7585032;37.448359279
7585033;31.995447757
7585034;57.555194798
7585035;39.737282899
7585036;27.186064322
7585037;34.319091065
7585038;27.186064322
7585039;28.814025617
7585265;688.28045137
7585266;594.03665081
7585267;392.89070387
7585268;1073.2288533
7585269;755.50625349
7585270;436.05915824
7585271;401.10111404
7585273;534.03797557
7585274;558.52830507
7585362;520.60072592
7585363;285.18239869
7585365;281.13370915
7585366;561.32930188
7585367;246.87080171
7585368;304.69189905
7585369;312.16670968
7585370;359.20188703
7585371;354.97183542
7585443;129.29399748
7585444;79.387195757
7585447;79.387195757
7585450;86.543533545
7585451;68.350247572
7585452;114.84102074
7585453;47.639061907
7585454;59.866583732
7585455;64.56661539
7585456;77.902380261
7585457;81.974206733
7585458;68.350247572
7585459;47.59928771
7585462;51.042797309
7585464;51.042797309
7585466;51.042797309
7585467;27.731369313
7585468;38.508112555
7585469;52.40779753
7585470;48.735690356
7585472;43.889725846
7585474;33.728468097
7585475;46.871058305
7585477;49.323710791
7585478;39.814808454
7585479;58.462752686
7585480;38.508112555
7585482;38.307614539
7585483;70.534972376
7585485;51.005200931
7585486;34.498684038
7585488;62.629162528
7585496;101.30710712
7585497;126.49142599
7585498;64.950282395
7585499;48.405322377
7585500;50.317489052
7585501;80.494543809
7585502;49.523229474
7585503;69.273002879
7585504;90.87474914
7585505;70.384307385
7585507;55.340786106
7585508;73.042115162
7585509;105.39169029
7585510;88.596255458
7585511;90.638929682
7585512;64.286830623
7585514;108.30805005
7585515;72.989857894
7585516;70.894926402
7585517;108.44477327
7585518;81.988159678
7585519;98.510120952
7585520;90.711235534
7585521;58.28935455
7585522;99.637231466
7585523;88.648512726
7585524;69.350379142
7585525;84.08309117
7585527;50.317489052
7585528;60.347056468
7585530;78.517075127
7585532;84.571941533
7585533;63.075079842
7585535;75.298588664
7585778;581.22154043
7585779;598.13524133
7585780;370.56876185
7585781;666.32850597
7585782;540.44683978
7585783;559.34987888
7585785;559.34987888
7585786;590.50704574
7585787;306.50576216
7585788;318.35740992
7585789;646.66718814
7585790;359.33940543
7585791;514.77805227
7585975;348.52025365
7585976;466.29923142
7585977;647.25627829
7585978;466.29923142
7585979;433.08966598
7585981;443.06061587
7585982;728.0191181
7585983;522.51866046
7585984;234.87665144
7585985;546.98113471
7585986;330.39300585
7585987;347.29639494
7585988;571.17588598
7585989;660.60488046
7586111;43.631398864
7586114;43.055113081
7586115;24.385417046
7586117;31.731926446
7586118;31.738043063
7586120;31.901217312
7586122;43.416112266
7586123;29.283572723
7586124;50.992026219
7586125;27.941623699
7586127;36.359499053
7586128;48.432209588
7586129;36.359499053
7586130;27.941623699
7586131;49.033400357
7586132;49.047266656
7586133;49.047266656
7586134;49.069543304
7586136;43.631398864
7586137;44.463011157
7586138;38.281460775
7586140;71.336142346
7586142;21.812160654
7586144;70.064308096
7586146;42.983612898
7586147;59.385242442
7586150;19.388587248
7586152;26.347826794
7586153;40.872722214
7586154;43.918986427
7586155;53.48329736
7586156;30.688906329
7586158;31.901217312
7586159;23.42352921
7586160;40.891286086
7586162;62.484921383
7586163;30.688906329
7586164;42.778043442
7586165;32.223351645
7586166;25.687918261
7586168;42.115845199
7586170;33.496278178
7586207;14.030074307
7586208;12.994508955
7586209;16.271659234
7586210;13.383635847
7586214;9.6615074938
7586215;10.809568755
7586216;9.7335533431
7586217;13.383635847
7586218;7.9799813977
7586219;7.9799813977
7586220;12.340771189
7586221;10.092112354
7586222;13.022919923
7586223;8.1378340682
7586224;7.0590043975
7586225;6.5637336422
7586226;6.9803244873
7586227;6.5637336422
7586228;8.6804481497
7586229;8.0223411183
7586231;9.295067672
7586232;10.6551163
7586233;12.359724934
7586234;12.498410069
7586235;11.644600602
7586236;12.930876511
7586237;11.264245171
7586238;10.601050183
7586239;5.4842930816
7586240;5.807865965
7586241;10.755307343
7586242;13.567530865
7586243;5.807865965
7586245;7.4240974761
7586247;8.7046376195
7586249;7.1860369173
7586250;15.881194203
7586251;7.8492732731
7586252;11.692732733
7586255;12.219456754
7586256;16.339045347
7586257;11.227818345
7586258;11.442137845
7586260;14.085201021
7586261;10.888649179
7586263;7.8492732731
7586264;10.153563597
7586266;8.3382653278
7586269;10.670917797
7586270;13.015351081
7586272;11.227818345
7586273;11.337839172
7586274;11.337839172
7586275;17.242663765
7586277;10.888649179
7586278;9.8297261866
7586279;8.0937693005
7586280;17.641516957
7586281;7.8669046738
7586282;22.848829158
7586285;15.413547929
7586286;18.397615822
7586287;17.072572938
7586288;10.559290469
7586289;17.668726939
7586290;15.171971853
7586291;12.636837451
7586293;16.493420308
7586294;10.841819212
7586295;11.740054395
7586296;10.8461259
7586297;10.888649179
7586298;9.6391562586
7586299;9.3528000805
7586300;13.229073526
7586301;13.229073526
7586303;9.0738743157
7586304;10.8461259
7586305;21.002688217
7586306;16.823743291
7586307;17.006758758
7586308;17.536500151
7586310;23.120321893
7586311;9.3528000805
7586313;17.536500151
7586317;11.744717889
7586320;10.888649179
7586321;21.482860598
7586322;26.462275436
7586323;17.536500151
7586324;13.015351081
7586327;10.888649179
7586328;16.220363369
7586329;16.619820208
7586330;16.823743291
7586331;16.619820208
7586332;21.002688217
7586333;11.227818345
7586334;16.942583698
7586335;13.704318319
7586336;10.888649179
7586337;11.56698751
7586569;17.905973465
7586570;23.035200432
7586572;33.224188176
7586574;18.893248961
7586575;23.55243666
7586576;28.307066889
7586577;28.0459365
7586578;14.826841874
7586580;33.959704037
7586581;17.745120359
7586582;25.129309562
7586584;54.024942049
7586585;81.547199611
7586586;50.234467877
7586587;86.479151001
7586588;80.943603262
7586589;81.547199611
7586590;81.547199611
7586591;72.535237355
7586612;50.234467877
7586615;81.700041736
7586616;45.756370973
7586619;57.963568842
7586621;26.56897521
7586623;36.701904242
7586630;51.159713455
7586632;43.549264771
7586634;41.789872578
7591569;377.4230715
7591580;55.133025763
7591771;45.83882245
7591774;63.352042201
7591779;55.205311136
7591780;53.985553515
7591888;612.97383193
7591889;434.0207586
7591890;278.01175333
7591892;320.83535358
7591893;459.9809498
7591894;378.62114392
7591895;437.47875038
7591896;378.62114392
7591901;65.85578833
7591904;84.2107043
7591909;132.68847767
7591924;56.091766226
7591927;57.762514522
7591931;114.12810259
7591933;106.27607916
7591935;129.97017031
7591939;87.542347747
7591941;66.345182613
7591945;75.628650555
7591946;106.27607916
7591947;77.070128876
7591953;146.15296672
7591997;188.91090266
7592002;106.31859853
7592007;173.23002315
7592011;93.567449222
7592110;490.50599132
7592111;498.04656207
7592112;562.50898629
7592116;94.535813194
7592117;367.99251933
7592118;461.04754729
7592121;352.63464569
7592124;379.44234584
7592127;335.07306173
7592128;223.64093038
7592129;286.16818811
7592131;463.46741672
7592134;521.68606285
7592136;653.98220474
7592138;234.2036115
7592232;54.275523572
7592243;57.701866088
7592282;42.505720665
7592287;56.052921875
7592291;75.313062743
7592297;83.629468572
7592365;85.551033456
7592366;75.862969539
7592372;59.498922034
7592384;71.369482916
7592385;85.551033456
7592389;60.47288235
7592398;71.035202208
7592409;398.98648213
7592412;304.82867505
7592414;242.03613094
7592420;64.700335696
7592422;258.63391067
7592434;377.41776523
7592437;193.29880282
7592439;329.56591955
7592440;303.3055502
7592442;282.68357568
7592444;327.53127067
7592446;210.87142125
7592449;427.73231071
7592450;231.607578
7592453;217.42571364
7592456;233.58954579
7592457;255.16882227
7592458;223.57859567
7592459;217.42571364
7592461;280.68570449
7592462;259.60411892
7592463;177.39619432
7592466;223.57859567
7592469;304.13078098
7592472;223.57859567
7592484;178.0529351
7592487;273.46303995
7592489;177.36038507
7592492;300.80934395
7592496;382.53291041
7592500;411.92215719
7592504;229.84567283
7592508;364.20361608
7592511;327.38026015
7592520;221.34280971
7592524;274.01243252
7592527;174.19085243
7592537;206.86110555
7592581;7.9799813977
7592582;11.910352253
7592584;13.67607348
7592585;9.2378700527
7592587;10.867408069
7592588;13.417677167
7592589;10.188424745
7592590;11.956115524
7592591;10.372860257
7592594;13.625212926
7592595;11.956115524
7592596;14.438151122
7592635;116.45859943
7592636;108.23564896
7592639;95.975880234
7592640;84.344241422
7592641;85.929844535
7592643;101.47104902
7592644;98.401843382
7592645;88.335384932
7592646;62.263812839
7592653;197.97740324
7592663;90.996040164
7592688;111.71177772
7592696;131.9849355
7592704;111.71177772
7592717;112.14456385
7592722;138.46312491
7592725;150.65584528
7592728;190.2848563
7592733;152.3094374
7592775;129.8562201
7592777;221.69568102
7592778;243.34573233
7592780;279.81687851
7592781;189.52864865
7592782;189.52864865
7592785;138.24672244
7592787;264.11850864
7592789;126.49886893
7592791;165.15628627
7592793;189.52864865
7592795;174.38355219
7592796;222.03735495
7592797;322.7336071
7592799;234.13694338
7592801;241.89348182
7592803;226.56384973
7592804;284.84534746
7592805;359.92993652
7592806;258.37110632
7592808;205.98928785
7592811;350.85989876
7592813;253.45771926
7592815;259.37248321
7592816;246.56557885
7592817;217.36246676
7592821;223.97544613
7592822;210.58738738
7592823;229.18017562
7592824;157.0077365
7592962;49.040091509
7592963;50.955717314
7592964;31.389592246
7592965;44.074423871
7592967;62.055172842
7592968;44.074423871
7592969;50.578553107
7592975;53.794076358
7592977;26.22740851
7592978;36.516040291
7592980;54.060477217
7592984;41.705901944
7592985;50.384958454
7592995;50.955717314
7593000;42.083066151
7593018;58.346839833
7593021;73.766183049
7593023;44.451588079
7593024;31.389592246
7593026;59.733565414
7593028;31.389592246
7593029;44.074423871
7593030;38.917376464
7593033;30.147431157
7593034;24.245400722
7593039;15.970608323
7593041;15.970608323
7593042;19.800645118
7593044;21.051379854
7593049;44.742357556
7593050;70.630193792
7593054;55.517165972
7593055;37.764382231
7593057;44.742357556
7593058;39.892704332
7593059;70.681476392
7593060;35.168878973
7593063;47.723466768
7593066;49.865880415
7593072;51.694601475
7593094;55.927946945
7593153;51.92280161
7593162;43.549264771
7593166;38.914836231
7593169;62.490444807
7593178;47.222590186
7593183;43.549264771
7593191;25.800482521
7593206;62.490444807
7593213;40.178344858
7593256;33.416335739
7593293;38.151748076
7593325;62.526465287
7593333;44.573626635
7593341;34.451844402
7593356;38.216110045
7593360;26.777417908
7593365;70.807310517
7593372;58.227841131
7593376;51.870324541
7593392;64.464041477
7593397;173.02021814
7593401;219.91408022
7593406;176.89366638
7593410;254.98388097
7593422;251.98488359
7593434;253.43426953
7593446;251.98488359
7593449;338.32606518
7593460;242.42978932
7593490;243.7612228
7593500;376.13987133
7593510;320.98918151
7593518;323.74458385
7593546;258.05206998
7593550;236.21299319
7593558;298.52510756
7593568;214.31008158
7593569;253.43426953
7593571;202.69065939
7593577;237.65200662
7593581;173.02021814
7593629;27.636324864
7593677;48.863651748
7593680;104.95602864
7593689;83.103608617
7593694;81.033080948
7593695;511.53931813
7593698;622.96563516
7593699;263.29431461
7593701;479.75927795
7593703;540.03331892
7593706;65.608482054
7593707;511.53931813
7593714;70.593230341
7593724;72.191248758
7593769;29.367432612
7593772;81.149935229
7593782;77.876541781
7593811;64.320171086
7593820;107.16054027
7593823;86.741346451
7593827;41.104913273
7593830;89.944232767
7593833;102.29627567
7593843;68.330573377
7593877;99.001524677
7593922;30.109000618
7593975;49.864592274
7594008;34.4556777
7594012;95.253104752
7594013;78.530274343
7594014;23.672268069
7594015;34.4556777
7594166;487.95290731
7594168;634.38128789
7594169;526.62970002
7594170;349.49466528
7594178;79.371112835
7594184;120.86555258
7594198;127.62300165
7594224;72.265780463
7594233;94.179135374
7594245;168.9263898
7594261;103.13316039
7594301;132.13705842
7594330;87.182844364
7594332;64.177630811
7594335;71.535530743
7594340;83.869719389
7594342;111.70107224
7594345;105.98753454
7594347;142.80065786
7594354;114.96930501
7594360;47.640992161
7594361;47.640992161
7594362;40.636340997
7594367;131.25287094
7594370;59.389544519
7594372;77.290958115
7594374;71.378763627
7594377;87.182844364
7594381;87.169531509
7594382;142.88297042
7594385;99.517033011
7594387;87.169531509
7594389;139.63389151
7594399;134.26763779
7594419;72.870029608
7594427;69.250426231
7594431;104.86654604
7594448;106.0818141
7594470;77.846326496
7594473;193.65048523
7594474;428.0578269
7594479;90.001823287
7594483;60.759167582
7594497;53.217712046
