"","DIRECTORIO","SECUENCIA_P","CLASE","CANT_HOGARES_VIVIENDA","P2102","P1070","P4005","P4015","P4567","P8520S1A1","P8520S5","P8520S3","P8520S4"
"85034",7782495,1,1,1,3,1,1,6,4,1,1,2,1
"85035",7782496,1,1,1,1,1,1,7,4,1,1,2,2
"85036",7782497,1,1,1,3,1,9,7,4,NA,1,2,2
"85037",7782498,1,1,1,3,1,1,6,4,1,1,2,2
"85038",7782500,1,1,1,1,1,1,6,4,1,1,2,1
"85039",7782501,1,1,1,4,1,1,6,4,1,1,2,1
"85040",7782502,1,1,1,4,1,1,6,4,1,1,2,1
"85041",7782504,1,1,1,4,1,1,6,4,1,1,2,1
"85042",7782505,1,1,1,4,1,1,4,4,1,1,2,1
"85043",7782507,1,1,1,3,1,1,7,4,1,1,2,1
"85044",7782508,1,1,1,3,1,1,6,4,1,1,2,1
"85045",7782509,1,1,1,1,2,1,6,4,1,1,2,1
"85046",7782511,1,1,1,3,1,1,7,4,1,1,2,1
"85047",7782513,1,1,1,3,1,1,6,4,1,1,2,1
"85048",7782514,1,1,1,1,1,1,7,4,1,1,2,1
"85049",7782516,1,1,1,1,1,1,4,4,1,1,2,1
"85050",7782518,1,1,1,1,2,1,6,4,1,1,2,1
"85051",7782520,1,1,1,3,1,1,6,4,1,1,2,1
"85052",7782526,1,1,1,4,1,1,6,4,1,1,2,1
"85053",7782527,1,1,1,4,1,1,6,4,1,1,2,1
"85054",7782528,1,1,1,3,1,1,6,4,1,1,2,1
"85055",7782532,1,1,1,1,1,1,6,4,1,2,2,2
"85056",7782533,1,1,1,3,1,1,7,4,1,1,2,2
"85057",7782534,1,1,1,3,1,1,6,4,NA,1,2,2
"85058",7782535,1,1,1,3,1,1,6,4,NA,1,2,2
"85059",7782536,1,1,1,3,1,1,4,4,1,1,2,1
"85060",7782537,1,2,1,1,1,1,6,4,NA,2,2,2
"85061",7782538,1,1,1,1,1,1,4,4,1,1,2,1
"85062",7782544,1,2,1,1,1,9,7,4,NA,2,2,2
"85063",7782546,1,1,1,3,1,1,6,4,1,1,2,1
"85064",7782547,1,1,1,1,1,1,7,4,1,1,2,1
"85065",7782549,1,1,1,4,1,1,6,4,1,1,2,1
"85066",7782550,1,1,2,4,1,1,6,4,1,1,2,1
"85067",7782553,1,1,1,4,1,1,6,4,1,1,2,1
"85068",7782554,1,1,1,1,1,1,6,4,1,1,2,1
"85069",7782555,1,1,1,4,2,1,4,4,1,1,2,1
"85070",7782556,1,1,1,4,2,1,6,4,1,1,2,1
"85071",7782557,1,1,1,1,1,9,7,4,1,1,2,1
"85072",7782558,1,1,1,4,1,1,6,4,2,1,2,1
"85073",7782559,1,1,1,3,1,1,6,4,1,1,2,1
"85074",7782560,1,1,1,3,1,1,7,4,1,1,2,1
"85075",7782562,1,2,1,1,1,1,6,4,NA,2,2,2
"85076",7782564,1,1,1,3,2,1,4,4,1,1,2,1
"85077",7782565,1,1,1,4,1,1,6,4,1,1,2,1
"85078",7782567,1,1,1,4,1,1,6,4,1,1,2,1
"85079",7782568,1,1,1,3,2,1,4,4,1,1,2,1
"85080",7782569,1,2,1,1,1,6,4,4,NA,2,2,2
"85081",7782570,1,2,1,1,1,1,6,4,NA,2,2,2
"85082",7782571,1,1,1,3,1,1,6,4,1,1,2,1
"85083",7782572,1,1,1,4,1,1,6,4,1,1,2,1
"85084",7782574,1,1,1,4,1,1,6,4,1,1,2,1
"85085",7782575,1,1,1,3,1,1,4,4,1,1,2,2
"85086",7782577,1,1,1,4,1,1,7,4,1,1,2,1
"85087",7782578,1,1,1,4,1,1,4,4,1,1,2,1
"85088",7782580,1,2,1,3,1,1,7,4,NA,2,2,2
"85089",7782582,1,1,1,3,1,1,6,4,1,1,2,1
"85090",7782583,1,1,1,1,1,1,6,4,1,1,2,1
"85091",7782584,1,2,1,1,4,7,7,6,NA,2,2,2
"85092",7782585,1,2,1,1,4,8,7,6,NA,2,2,2
"85093",7782586,1,2,1,1,4,5,7,6,NA,2,2,2
"85094",7782587,1,2,1,1,4,8,6,6,NA,2,2,2
"85095",7782588,1,2,1,1,4,5,7,6,NA,2,2,2
"85096",7782589,1,2,1,1,4,5,7,6,NA,2,2,2
"85097",7782590,1,2,1,1,4,5,7,6,NA,2,2,2
"85098",7782591,1,2,1,1,4,7,7,6,NA,2,2,2
"85099",7782592,1,2,1,1,4,5,7,6,NA,2,2,2
"85100",7782593,1,2,1,1,4,8,7,6,NA,2,2,2
"85101",7782594,1,2,1,1,4,7,7,6,NA,2,2,2
"85102",7782595,1,2,1,1,4,8,7,6,NA,2,2,2
"85103",7782596,1,2,1,1,4,5,7,6,NA,2,2,2
"85104",7782597,1,2,1,1,4,5,7,6,NA,2,2,2
"85105",7782598,1,2,1,1,4,5,7,6,NA,2,2,2
"85106",7782599,1,2,1,1,4,8,7,6,NA,2,2,2
"85107",7782600,1,2,1,1,4,8,7,6,NA,2,2,2
"85108",7782601,1,2,1,1,4,5,7,6,NA,2,2,2
"85109",7782602,1,2,1,1,4,8,7,6,NA,2,2,2
"85110",7782603,1,2,1,1,4,5,7,6,NA,2,2,2
"85111",7782604,1,2,1,1,4,8,7,6,NA,2,2,2
"85112",7782605,1,2,1,1,4,8,7,6,NA,2,2,2
"85113",7782606,1,2,1,1,4,8,7,6,NA,2,2,2
"85114",7782607,1,2,1,1,4,8,7,6,NA,2,2,2
"85115",7782608,1,2,1,1,4,5,7,6,NA,2,2,2
"85116",7782609,1,2,1,1,4,8,7,6,NA,2,2,2
"85117",7782611,1,1,1,3,1,5,4,4,NA,2,2,2
"85118",7782612,1,1,1,1,1,5,6,4,1,1,2,1
"85119",7782613,1,1,1,1,1,5,6,4,1,1,2,1
"85120",7782614,1,1,1,1,4,5,7,4,NA,1,2,1
"85121",7782615,1,1,1,1,1,5,7,4,1,1,2,1
"85122",7782616,1,1,1,3,1,5,4,4,1,1,2,1
"85123",7782617,1,1,1,1,1,5,7,4,1,1,2,1
"85124",7782618,1,2,1,1,4,8,7,6,NA,2,2,2
"85125",7782619,1,2,1,1,4,9,7,4,NA,2,2,2
"85126",7782621,1,2,1,1,4,8,7,4,NA,2,2,2
"85127",7782622,1,2,1,1,4,8,7,4,NA,2,2,2
"85128",7782623,1,2,1,1,4,8,7,6,NA,2,2,2
"85129",7782624,1,2,1,1,4,5,7,4,NA,2,2,2
"85130",7782625,1,2,1,1,4,8,7,6,NA,2,2,2
"85131",7782626,1,2,1,1,4,8,7,6,NA,2,2,2
"85132",7782627,1,2,1,1,4,8,7,4,NA,2,2,2
"85133",7782628,1,2,1,1,4,9,7,4,NA,2,2,2
"85134",7782629,1,2,1,1,4,8,7,6,NA,2,2,2
"85135",7782630,1,1,1,3,1,9,7,4,0,1,2,1
"85136",7782631,1,1,1,1,1,5,6,4,1,1,2,1
"85137",7782632,1,2,1,1,4,5,7,6,NA,2,2,2
"85138",7782633,1,2,1,1,4,8,7,6,NA,2,2,2
"85139",7782634,1,2,1,1,4,5,7,4,NA,2,2,2
"85140",7782635,1,2,1,1,4,5,7,6,NA,2,2,2
"85141",7782636,1,2,1,1,1,5,7,6,NA,2,2,2
"85142",7782637,1,2,1,1,4,5,7,4,NA,2,2,2
"85143",7782638,1,2,1,1,4,5,7,4,NA,2,2,2
"85144",7782639,1,2,1,1,4,8,7,6,NA,2,2,2
"85145",7782640,1,2,1,1,4,5,7,4,NA,2,2,2
"85146",7782641,1,2,1,1,4,7,7,6,NA,2,2,2
"85147",7782642,1,2,1,1,4,8,7,6,NA,2,2,2
"85148",7782643,1,2,1,1,4,7,7,6,NA,2,2,2
"85149",7782644,1,2,1,1,4,8,7,6,NA,2,2,2
"85150",7782645,1,2,1,1,4,8,7,6,NA,2,2,2
"85151",7782646,1,2,1,1,4,8,7,6,NA,2,2,2
"85152",7782647,1,2,1,1,4,7,7,6,NA,2,2,2
"85153",7782648,1,2,1,1,4,8,7,6,NA,2,2,2
"85154",7782649,1,2,1,1,4,8,7,6,NA,2,2,2
"85155",7782650,1,2,1,1,4,8,7,6,NA,2,2,2
"85156",7782651,1,2,1,1,4,8,7,6,NA,2,2,2
"85157",7782652,1,2,1,1,4,8,7,6,NA,2,2,2
"85158",7782653,1,2,1,1,4,8,7,6,NA,2,2,2
"85159",7782654,1,2,1,1,4,5,7,6,NA,2,2,2
"85160",7782655,1,2,1,1,4,8,7,6,NA,2,2,2
"85161",7782657,1,2,1,1,4,8,7,6,NA,2,2,2
"85162",7782658,1,2,1,1,4,8,7,6,NA,2,2,2
"85163",7782659,1,2,1,1,4,8,7,6,NA,2,2,2
"85164",7782661,1,2,1,1,4,8,7,6,NA,2,2,2
"85165",7782663,1,2,1,1,4,8,7,6,NA,2,2,2
"85166",7782664,1,2,1,1,4,8,7,6,NA,2,2,2
"85167",7782666,1,2,1,1,4,8,7,6,NA,2,2,2
"85168",7782669,1,2,1,1,4,8,7,6,NA,2,2,2
"85169",7782671,1,2,1,1,4,8,7,6,NA,2,2,2
"85170",7782672,1,2,1,1,4,8,7,6,NA,2,2,2
"85171",7782673,1,2,1,1,4,8,7,6,NA,2,2,2
"85172",7782677,1,2,1,1,4,8,7,6,NA,2,2,2
"85173",7782679,1,2,1,1,4,8,7,6,NA,2,2,2
"85174",7782682,1,1,1,3,1,1,4,4,1,1,2,1
"85175",7782683,1,1,1,1,1,9,7,4,1,1,2,1
"85176",7782684,1,1,1,1,1,1,7,4,1,1,2,1
"85177",7782685,1,1,1,1,1,1,6,4,1,1,2,1
"85178",7782690,1,2,1,1,4,8,7,6,NA,2,2,2
"85179",7782691,1,2,1,1,4,8,7,6,NA,2,2,2
"85180",7782692,1,2,1,1,4,8,7,6,NA,2,2,2
"85181",7782693,1,1,1,1,1,5,6,4,1,1,2,1
"85182",7782694,1,1,1,3,1,1,4,4,0,1,2,1
"85183",7782695,1,2,1,1,4,8,7,6,NA,2,2,2
"85184",7782696,1,1,1,1,1,5,6,4,1,1,2,1
"85185",7782697,1,2,1,1,4,9,7,6,NA,2,2,2
"85186",7782699,1,2,1,1,4,8,7,6,NA,2,2,2
"85187",7782700,1,2,1,1,4,8,7,6,NA,2,2,2
"85188",7782701,1,2,1,1,4,8,7,6,NA,2,2,2
"85189",7782702,1,1,1,1,1,5,7,4,1,1,2,1
"85190",7782703,1,2,1,1,1,8,5,6,NA,2,2,2
"85191",7782704,1,1,1,1,1,5,7,4,1,1,2,1
"85192",7782705,1,1,1,1,1,5,6,4,1,1,2,1
"85193",7782706,1,1,1,3,1,5,7,4,0,1,1,1
"85194",7782708,1,1,1,1,1,5,7,4,1,1,2,1
"85195",7782710,1,1,1,1,1,1,6,4,1,1,2,1
"85196",7782711,1,1,1,3,1,1,4,4,0,1,1,1
"85197",7782714,1,1,1,1,1,1,6,4,1,1,2,1
"85198",7782716,1,1,1,1,1,5,6,4,1,1,2,1
"85199",7782717,1,1,1,3,1,5,4,4,0,1,1,1
"85200",7782718,1,1,1,1,1,5,7,4,1,1,2,1
"85201",7782719,1,1,1,3,1,5,7,4,0,1,1,1
"85202",7782720,1,1,1,1,1,1,6,4,1,1,2,1
"85203",7782723,1,1,1,3,1,6,4,4,0,1,1,1
"85204",7782733,1,2,1,1,4,8,7,6,NA,2,2,2
"85205",7782734,1,2,1,1,4,8,5,6,NA,2,2,2
"85206",7782736,1,2,1,1,4,8,7,6,NA,2,2,2
"85207",7782737,1,2,1,1,4,8,7,6,NA,2,2,2
"85208",7782738,1,2,1,1,4,8,7,6,NA,2,2,2
"85209",7782739,1,2,1,1,4,8,7,6,NA,2,2,2
"85210",7782740,1,2,1,1,4,8,7,6,NA,2,2,2
"85211",7782741,1,2,1,1,4,8,7,6,NA,2,2,2
"85212",7782742,1,2,1,1,4,8,7,6,NA,2,2,2
"85213",7782743,1,2,1,1,4,8,7,6,NA,2,2,2
"85214",7782744,1,2,1,1,4,7,7,6,NA,2,2,2
"85215",7782745,1,2,1,1,4,8,7,6,NA,2,2,2
"85216",7782746,1,1,1,4,1,5,4,4,0,1,1,1
"85217",7782747,1,2,1,1,4,8,7,6,NA,2,2,2
"85218",7782749,1,1,1,1,1,5,6,4,1,1,1,1
"85219",7782750,1,1,1,1,1,1,4,4,1,1,1,1
"85220",7782751,1,2,1,1,4,8,7,6,NA,2,2,2
"85221",7782752,1,2,1,1,4,8,7,6,NA,2,2,2
"85222",7782753,1,2,1,1,4,8,7,6,NA,2,2,2
"85223",7782754,1,2,1,1,4,8,7,6,NA,2,2,2
"85224",7782755,1,2,1,1,4,8,7,6,NA,2,2,2
"85225",7782756,1,2,1,1,4,8,7,6,NA,2,2,2
"85226",7782758,1,2,1,1,4,8,7,6,NA,2,2,2
"85227",7782759,1,2,1,1,4,7,7,6,NA,2,2,2
"85228",7782760,1,2,1,1,4,8,7,6,NA,2,2,2
"85229",7782762,1,2,1,1,4,8,7,6,NA,2,2,2
"85230",7782763,1,1,1,1,1,1,4,4,1,1,1,1
"85231",7782764,1,1,1,3,1,1,4,4,0,1,1,1
"85232",7782766,1,1,1,1,1,1,6,4,1,1,1,1
"85233",7782768,1,1,1,3,1,1,4,4,0,1,1,1
"85234",7782769,1,2,1,1,4,5,7,6,NA,2,2,2
"85235",7782770,1,2,1,1,4,5,7,6,NA,2,2,2
"85236",7782771,1,2,1,1,4,5,7,6,NA,2,2,2
"85237",7782772,1,2,1,1,4,5,7,6,NA,2,2,2
"85238",7782773,1,2,1,1,4,5,7,6,NA,2,2,2
"85239",7782774,1,2,1,1,4,5,7,6,NA,2,2,2
"85240",7782775,1,2,1,1,4,5,7,6,NA,2,2,2
"85241",7782776,1,2,1,1,4,5,7,6,NA,2,2,2
"85242",7782777,1,2,1,1,4,5,7,6,NA,2,2,2
"85243",7782778,1,2,1,1,4,5,7,6,NA,2,2,2
"85244",7782779,1,2,1,1,4,5,7,6,NA,2,2,2
"85245",7782780,1,2,1,1,4,5,7,6,NA,2,2,2
"85246",7782781,1,1,1,3,1,1,4,4,0,1,1,1
"85247",7782782,1,1,1,1,1,5,6,4,1,1,1,1
"85248",7782783,1,1,1,1,1,1,6,4,1,1,1,1
"85249",7782784,1,1,1,1,1,1,4,4,1,1,1,1
"85250",7782786,1,1,1,3,1,5,7,4,0,1,1,1
"85251",7782787,1,1,1,1,1,1,7,4,1,1,2,1
"85252",7782788,1,1,1,1,1,5,6,4,0,1,1,1
"85253",7782789,1,2,1,1,4,5,7,6,NA,2,2,2
"85254",7782790,1,2,1,1,4,5,7,6,NA,2,2,2
"85255",7782791,1,2,1,1,4,5,7,6,NA,2,2,2
"85256",7782792,1,2,1,1,4,5,7,6,NA,2,2,2
"85257",7782793,1,2,1,1,4,5,7,6,NA,2,2,2
"85258",7782794,1,2,1,1,4,10,7,6,NA,2,2,2
"85259",7782795,1,2,1,1,4,5,7,6,NA,2,2,2
"85260",7782796,1,2,1,1,4,5,7,6,NA,2,2,2
"85261",7782797,1,2,1,1,4,5,5,4,NA,2,2,2
"85262",7782798,1,1,1,3,1,1,4,4,0,1,1,1
"85263",7782799,1,2,1,1,4,5,7,6,NA,2,2,2
"85264",7782800,1,2,1,1,4,5,7,6,NA,2,2,2
"85265",7782801,1,2,1,1,4,5,7,6,NA,2,2,2
"85266",7782802,1,1,1,1,4,5,7,4,NA,2,2,2
"85267",7782803,1,2,1,1,4,8,7,6,NA,2,2,2
"85268",7782805,1,2,1,1,4,8,7,6,NA,2,2,2
"85269",7782806,1,2,1,1,4,8,7,6,NA,2,2,2
"85270",7782807,1,2,1,1,4,8,7,6,NA,2,2,2
"85271",7782808,1,2,1,1,4,8,7,6,NA,2,2,2
"85272",7782809,1,2,1,1,4,8,7,6,NA,2,2,2
"85273",7782810,1,2,1,1,4,8,7,6,NA,2,2,2
"85274",7782811,1,2,1,1,4,8,7,6,NA,2,2,2
"85275",7782812,1,2,1,1,4,8,7,6,NA,2,2,2
"85276",7782813,1,2,1,1,4,8,7,6,NA,2,2,2
"85277",7782815,1,2,1,1,4,5,7,6,NA,2,2,2
"85278",7782816,1,2,1,1,4,5,7,6,NA,2,2,2
"85279",7782817,1,2,1,1,4,5,7,6,NA,2,2,2
"85280",7782819,1,2,1,1,4,5,7,6,NA,2,2,2
"85281",7782820,1,2,1,1,4,5,7,6,NA,2,2,2
"85282",7782821,1,2,1,1,4,10,7,6,NA,2,2,2
"85283",7782822,1,2,1,1,4,5,7,6,NA,2,2,2
"85284",7782823,1,2,1,1,4,5,7,6,NA,2,2,2
"85285",7782824,1,2,1,1,4,5,7,6,NA,2,2,2
"85286",7782825,1,2,1,1,4,5,7,6,NA,2,2,2
"85287",7782826,1,2,1,1,4,5,7,4,NA,2,2,2
"85288",7782827,1,2,1,1,4,5,7,6,NA,2,2,2
"85289",7782828,1,2,1,1,4,9,7,6,NA,2,2,2
"85290",7782829,1,2,1,1,4,8,7,6,NA,2,2,2
"85291",7782830,1,2,1,1,4,8,5,6,NA,2,2,2
"85292",7782831,1,2,1,1,4,8,6,6,NA,2,2,2
"85293",7782834,1,2,1,1,4,8,7,6,NA,2,2,2
"85294",7782835,1,2,1,1,4,8,7,6,NA,2,2,2
"85295",7782836,1,2,1,1,4,8,7,6,NA,2,2,2
"85296",7782837,1,2,1,1,4,8,7,6,NA,2,2,2
"85297",7782838,1,2,1,1,4,8,7,6,NA,2,2,2
"85298",7782839,1,2,1,1,4,8,7,6,NA,2,2,2
"85299",7782842,1,1,1,3,1,1,4,4,0,1,1,1
"85300",7782843,1,1,1,1,1,5,7,4,1,1,1,1
"85301",7782844,1,1,1,1,1,1,7,4,NA,1,2,1
"85302",7782845,1,2,1,1,4,5,7,6,NA,2,2,2
"85303",7782846,1,2,1,1,4,9,7,6,NA,2,2,2
"85304",7782847,1,2,1,1,4,8,7,6,NA,2,2,2
"85305",7782848,1,2,1,1,4,5,7,4,NA,2,2,2
"85306",7782849,1,2,1,1,4,8,7,6,NA,2,2,2
"85307",7782850,1,2,1,1,4,5,7,6,NA,2,2,2
"85308",7782851,1,2,1,1,4,8,7,6,NA,2,2,2
"85309",7782852,1,2,1,1,4,5,7,6,NA,2,2,2
"85310",7782853,1,2,1,1,4,8,7,6,NA,2,2,2
"85311",7782854,1,2,1,1,4,5,7,6,NA,2,2,2
"85312",7782855,1,2,1,1,4,5,7,4,NA,2,2,2
"85313",7782856,1,2,1,1,4,10,5,6,NA,2,2,2
"85314",7782858,1,2,1,1,4,5,7,4,NA,2,2,2
"85315",7782859,1,2,1,1,4,5,7,6,NA,2,2,2
"85316",7782860,1,2,1,1,4,5,7,6,NA,2,2,2
"85317",7782861,1,2,1,1,4,8,7,6,NA,2,2,2
"85318",7782862,1,2,1,1,4,8,7,6,NA,2,2,2
"85319",7782863,1,2,1,1,4,5,7,6,NA,2,2,2
"85320",7782864,1,2,1,1,4,8,7,6,NA,2,2,2
"85321",7782867,1,2,1,1,4,8,7,6,NA,2,2,2
"85322",7782868,1,2,1,1,4,5,7,6,NA,2,2,2
"85323",7782869,1,2,1,1,4,5,7,6,NA,2,2,2
"85324",7782870,1,2,1,1,4,10,7,6,NA,2,2,2
"85325",7782871,1,2,1,1,4,5,7,6,NA,2,2,2
"85326",7782872,1,2,1,1,4,5,7,4,NA,2,2,2
"85327",7782873,1,2,1,1,4,5,7,6,NA,2,2,2
"85328",7782874,1,2,1,1,4,5,7,6,NA,2,2,2
"85329",7782875,1,2,1,1,4,5,7,6,NA,2,2,2
"85330",7782876,1,2,1,1,4,10,7,6,NA,2,2,2
"85331",7782877,1,2,1,1,4,5,7,6,NA,2,2,2
"85332",7782878,1,2,1,1,4,5,7,6,NA,2,2,2
"85333",7782879,1,2,1,1,4,8,7,6,NA,2,2,2
"85334",7782880,1,2,1,1,4,5,7,6,NA,2,2,2
"85335",7782882,1,2,1,1,4,5,7,6,NA,2,2,2
"85336",7782883,1,2,1,1,4,5,7,6,NA,2,2,2
"85337",7782884,1,2,1,1,4,5,7,6,NA,2,2,2
"85338",7782885,1,2,1,1,4,5,7,6,NA,2,2,2
"85339",7782886,1,2,1,1,4,5,7,6,NA,2,2,2
"85340",7782887,1,2,1,1,4,8,7,6,NA,2,2,2
"85341",7782888,1,2,1,1,4,8,7,6,NA,2,2,2
"85342",7782889,1,2,1,1,4,10,7,6,NA,2,2,2
"85343",7782891,1,2,1,1,4,5,7,6,NA,2,2,2
"85344",7782892,1,2,1,1,4,5,7,4,NA,2,2,2
"85345",7782893,1,2,1,1,4,8,7,6,NA,2,2,2
"85346",7782894,1,2,1,1,4,5,7,6,NA,2,2,2
"85347",7782895,1,2,1,1,4,8,7,6,NA,2,2,2
"85348",7782896,1,2,1,1,4,8,7,6,NA,2,2,2
"85349",7782897,1,2,1,1,4,8,7,6,NA,2,2,2
"85350",7782900,1,2,1,3,4,8,7,6,NA,2,2,2
"85351",7782902,1,2,1,1,4,8,7,6,NA,2,2,2
"85352",7782903,1,2,1,1,4,8,7,6,NA,2,2,2
"85353",7782905,1,2,1,1,4,8,7,6,NA,2,2,2
"85354",7782906,1,2,1,1,4,8,7,6,NA,2,2,2
"85355",7782907,1,2,1,1,4,8,7,6,NA,2,2,2
"85356",7782908,1,2,1,1,4,8,7,6,NA,2,2,2
"85357",7782909,1,2,1,1,4,8,7,6,NA,2,2,2
"85358",7782910,1,2,1,1,4,8,7,6,NA,2,2,2
"85359",7782912,1,2,1,1,4,8,7,6,NA,2,2,2
"85360",7782914,1,1,1,1,1,5,7,4,0,1,1,1
"85361",7782915,1,1,1,3,1,5,6,4,0,1,2,1
"85362",7782916,1,1,1,1,1,1,6,4,1,1,2,1
"85363",7782917,1,1,1,1,1,1,6,4,1,1,2,1
"85364",7782918,1,1,1,3,1,5,6,4,0,1,1,1
"85365",7782919,1,1,1,1,1,1,7,4,1,1,2,1
"85366",7782920,1,1,1,3,1,5,7,4,0,1,1,1
"85367",7782921,1,1,1,1,1,5,7,4,1,1,2,1
"85368",7782922,1,1,1,1,1,1,6,4,1,1,2,1
"85369",7782926,1,1,1,1,1,1,7,4,1,1,2,1
"85370",7782927,1,1,1,3,1,1,6,4,0,1,1,1
"85371",7782931,1,1,1,4,1,1,6,4,1,1,1,1
"85372",7782932,1,1,1,3,1,1,6,4,0,1,1,1
"85373",7782933,1,1,1,3,1,5,2,4,1,1,1,1
"85374",7782934,1,1,1,1,1,1,4,4,1,1,1,1
"85375",7782935,1,1,1,3,1,1,6,4,0,1,1,1
"85376",7782936,1,1,1,4,1,1,6,4,0,1,1,1
"85377",7782938,1,1,1,1,1,1,4,4,1,1,1,1
"85378",7782939,1,1,1,4,1,1,7,4,0,1,1,1
"85379",7782940,1,1,1,1,1,1,6,4,1,1,1,1
"85380",7782941,1,1,1,1,1,1,6,4,1,2,2,1
"85381",7782942,1,1,1,3,1,5,7,4,0,1,2,1
"85382",7782943,1,2,1,1,4,5,7,6,NA,2,2,2
"85383",7782944,1,2,1,1,4,5,7,6,NA,2,2,2
"85384",7782945,1,1,1,1,1,5,6,4,1,1,2,1
"85385",7782947,1,2,1,1,4,5,7,6,NA,2,2,2
"85386",7782948,1,2,1,1,4,5,7,6,NA,2,2,2
"85387",7782949,1,1,1,1,1,1,6,4,NA,1,2,1
"85388",7782950,1,2,1,1,4,5,7,6,NA,2,2,2
"85389",7782951,1,2,1,1,4,10,7,6,NA,2,2,2
"85390",7782952,1,2,1,1,4,5,7,6,NA,2,2,2
"85391",7782953,1,1,1,3,1,5,6,4,0,1,2,1
"85392",7782954,1,2,1,1,4,5,7,4,NA,2,2,2
"85393",7782955,1,2,1,1,4,5,7,6,NA,2,2,2
"85394",7782956,1,2,1,1,4,10,7,6,NA,2,2,2
"85395",7782957,1,2,1,1,4,5,7,6,NA,2,2,2
"85396",7782958,1,2,1,1,4,5,7,6,NA,2,2,2
"85397",7782959,1,1,1,1,1,5,6,4,1,1,2,1
"85398",7782960,1,1,1,1,4,5,7,4,1,1,2,1
"85399",7782961,1,1,1,1,1,1,4,4,1,1,2,1
"85400",7782962,1,1,1,1,1,1,4,4,1,1,2,1
"85401",7782964,1,1,1,3,1,1,4,4,0,1,2,1
"85402",7782966,1,1,1,1,1,1,6,4,1,1,2,1
"85403",7782967,1,1,1,3,1,1,4,4,0,1,1,1
"85404",7782968,1,1,1,1,1,1,6,4,0,2,2,1
"85405",7782969,1,1,1,1,1,1,6,4,NA,2,2,1
"85406",7782970,1,1,1,1,3,1,7,4,NA,2,2,1
"85407",7782971,1,2,1,1,4,5,7,6,NA,2,2,2
"85408",7782972,1,2,1,1,4,5,7,6,NA,2,2,2
"85409",7782973,1,2,1,1,4,5,6,6,NA,2,2,2
"85410",7782974,1,2,1,1,4,5,7,6,NA,2,2,2
"85411",7782975,1,2,1,1,4,5,7,6,NA,2,2,2
"85412",7782976,1,2,1,1,4,5,7,6,NA,2,2,2
"85413",7782977,1,2,1,1,4,5,7,6,NA,2,2,2
"85414",7782978,1,2,1,1,4,5,7,6,NA,2,2,2
"85415",7782979,1,2,1,1,4,5,7,6,NA,2,2,2
"85416",7782980,1,2,1,1,4,10,5,6,NA,2,2,2
"85417",7782981,1,2,1,1,4,5,7,4,NA,2,2,2
"85418",7782982,1,2,1,1,4,5,7,6,NA,2,2,2
"85419",7782983,1,1,1,1,1,5,6,4,1,1,1,1
"85420",7782984,1,1,1,1,1,1,4,4,1,1,2,1
"85421",7782985,1,1,1,3,1,5,6,4,0,1,1,1
"85422",7782986,1,1,1,1,1,1,7,4,NA,2,2,1
"85423",7782987,1,1,1,1,1,1,4,4,1,1,2,1
"85424",7782988,1,1,1,1,2,1,4,4,1,1,2,1
"85425",7782989,1,1,1,3,1,1,4,4,0,1,1,1
"85426",7782990,1,1,1,1,1,1,6,4,NA,2,2,1
"85427",7782992,1,1,1,4,1,1,7,4,0,1,1,1
"85428",7782993,1,2,1,1,4,5,7,6,NA,2,2,2
"85429",7782994,1,2,1,1,4,5,7,6,NA,2,2,2
"85430",7782995,1,1,1,1,1,1,6,4,1,1,2,1
"85431",7782996,1,2,1,1,4,10,7,6,NA,2,2,2
"85432",7782997,1,2,1,1,4,5,7,6,NA,2,2,2
"85433",7782998,1,2,1,1,4,5,7,6,NA,2,2,2
"85434",7782999,1,2,1,1,4,5,7,6,NA,2,2,2
"85435",7783000,1,2,1,1,4,5,7,6,NA,2,2,2
"85436",7783001,1,2,1,1,4,5,7,6,NA,2,2,2
"85437",7783002,1,2,1,1,4,5,7,4,NA,2,2,2
"85438",7783003,1,2,1,1,4,5,7,6,NA,2,2,2
"85439",7783004,1,2,1,1,4,5,7,6,NA,2,2,2
"85440",7783005,1,2,1,1,4,5,7,6,NA,2,2,2
"85441",7783006,1,1,1,3,1,5,7,4,0,1,1,1
"85442",7783007,1,1,1,1,1,1,6,4,1,1,2,1
"85443",7783008,1,1,1,1,1,1,4,4,1,1,2,1
"85444",7783009,1,1,1,3,1,5,7,4,0,1,1,1
"85445",7783011,1,2,1,1,4,9,7,6,NA,2,2,2
"85446",7783012,1,2,1,1,4,9,7,6,NA,2,2,2
"85447",7783013,1,2,1,1,4,9,7,6,NA,2,2,2
"85448",7783014,1,2,1,1,4,9,7,6,NA,2,2,2
"85449",7783015,1,2,1,1,4,10,7,6,NA,2,2,2
"85450",7783016,1,2,1,1,4,9,7,6,NA,2,2,2
"85451",7783017,1,2,1,1,4,9,7,6,NA,2,2,2
"85452",7783018,1,2,1,1,4,9,7,6,NA,2,2,2
"85453",7783019,1,2,1,1,4,9,7,6,NA,2,2,2
"85454",7783020,1,2,1,1,4,9,7,6,NA,2,2,2
"85455",7783021,1,2,1,1,4,9,7,4,NA,2,2,2
"85456",7783022,1,2,1,1,4,9,7,6,NA,2,2,2
"85457",7783023,1,2,1,1,4,10,7,4,NA,2,2,2
"85458",7783024,1,2,1,1,4,5,7,6,NA,2,2,2
