"","DIRECTORIO","SECUENCIA_P","CLASE","CANT_HOGARES_VIVIENDA","P2102","P1070","P4005","P4015","P4567","P8520S1A1","P8520S5","P8520S3","P8520S4"
"9817",7592837,1,2,1,1,1,1,6,4,1,1,2,2
"9818",7592838,1,2,1,1,1,2,6,4,1,2,2,2
"9819",7592839,1,2,1,3,1,5,6,4,2,1,2,2
"9820",7592841,1,2,1,1,1,1,7,3,1,1,2,2
"9821",7592843,1,2,1,1,2,1,6,4,2,2,2,2
"9822",7592844,1,2,1,1,1,9,7,4,NA,2,2,2
"9823",7592846,1,2,1,4,1,1,6,4,2,2,2,2
"9824",7592848,1,2,1,1,1,1,6,4,1,2,2,2
"9825",7592851,1,2,1,1,1,1,6,4,1,1,2,2
"9826",7592852,1,2,1,1,1,9,7,4,1,2,2,2
"9827",7592853,1,2,1,1,1,1,7,4,1,2,2,2
"9828",7592854,1,2,1,3,1,1,4,3,1,2,2,2
"9829",7592856,1,2,1,3,1,1,6,3,1,1,2,2
"9830",7592857,1,2,1,1,1,1,7,4,1,2,2,2
"9831",7592859,1,2,1,4,1,1,4,2,1,1,2,1
"9832",7592860,1,1,1,4,1,1,4,3,2,1,1,1
"9833",7592861,1,2,1,3,1,1,6,4,1,2,2,2
"9834",7592862,1,1,1,3,1,1,4,3,2,1,1,1
"9835",7592863,1,2,1,3,1,1,4,3,1,1,2,2
"9836",7592864,1,1,1,4,1,1,4,3,2,1,1,1
"9837",7592865,1,2,1,1,1,1,6,4,1,2,2,2
"9838",7592867,1,1,1,4,1,1,4,3,2,1,1,1
"9839",7592869,1,1,1,4,1,1,4,3,2,1,1,1
"9840",7592870,1,1,1,4,1,1,4,3,2,1,1,1
"9841",7592872,1,1,1,4,1,1,4,3,3,1,1,1
"9842",7592873,1,1,1,4,1,1,4,3,2,1,1,1
"9843",7592874,1,1,1,4,1,1,4,3,3,1,1,1
"9844",7592875,1,2,1,3,1,1,6,4,1,2,2,2
"9845",7592878,1,1,1,4,1,1,4,3,3,1,1,1
"9846",7592884,1,2,1,1,1,1,6,3,1,1,2,2
"9847",7592888,1,1,1,3,1,1,6,4,1,1,2,1
"9848",7592889,1,1,1,3,1,1,6,3,1,1,1,1
"9849",7592891,1,1,1,3,1,3,7,4,1,1,2,1
"9850",7592892,1,1,1,3,1,1,6,3,1,1,2,1
"9851",7592893,1,1,1,3,1,1,4,1,1,1,1,1
"9852",7592894,1,1,1,4,1,1,6,4,1,1,1,1
"9853",7592895,1,2,1,1,1,1,4,1,3,1,2,1
"9854",7592896,1,1,1,4,1,1,6,3,1,1,2,1
"9855",7592898,1,2,1,3,1,1,4,4,3,2,2,2
"9856",7592899,1,2,1,1,1,5,7,4,0,2,2,2
"9857",7592901,1,2,1,1,1,3,6,4,3,1,1,1
"9858",7592902,1,2,1,1,1,5,7,4,0,2,2,2
"9859",7592904,1,2,1,1,1,5,7,4,0,2,2,2
"9860",7592906,1,2,1,1,1,4,6,4,NA,2,2,2
"9861",7592907,1,2,1,3,1,1,4,3,3,1,2,1
"9862",7592908,1,1,1,4,2,1,6,3,2,1,1,1
"9863",7592909,1,1,1,4,1,1,5,3,2,1,1,1
"9864",7592910,1,1,1,4,1,1,6,3,2,1,1,1
"9865",7592911,1,2,1,1,1,1,6,4,1,2,2,2
"9866",7592912,1,1,1,4,3,1,6,3,2,1,1,1
"9867",7592913,1,1,1,4,3,1,5,3,2,1,1,1
"9868",7592914,1,1,1,4,1,9,7,4,2,1,1,1
"9869",7592915,1,2,1,1,1,1,6,4,1,2,2,2
"9870",7592916,1,1,1,4,1,1,4,1,2,1,1,1
"9871",7592917,1,2,1,4,1,1,4,3,2,1,1,1
"9872",7592918,1,1,1,4,1,1,6,3,2,1,1,1
"9873",7592919,1,1,1,4,1,1,5,3,2,1,1,1
"9874",7592920,1,1,1,4,1,1,4,3,2,1,1,1
"9875",7592921,1,1,1,4,1,1,4,1,2,1,1,1
"9876",7592923,1,1,1,4,1,1,6,3,2,1,1,1
"9877",7592924,1,1,1,4,1,1,4,3,2,1,1,1
"9878",7592925,1,1,1,4,1,1,4,4,2,1,1,1
"9879",7592927,1,1,1,4,1,1,6,3,2,1,1,1
"9880",7592928,1,1,1,4,1,1,6,4,2,1,1,1
"9881",7592929,1,1,1,4,1,1,4,3,2,1,1,1
"9882",7592930,1,1,1,4,1,1,4,3,2,1,1,1
"9883",7592931,1,1,1,4,1,1,6,3,2,1,1,1
"9884",7592932,1,1,1,3,1,1,6,4,1,1,1,1
"9885",7592934,1,1,1,3,1,1,6,4,1,1,1,1
"9886",7592935,1,1,1,3,1,1,6,4,1,1,1,1
"9887",7592936,1,1,1,3,1,1,4,4,1,1,1,1
"9888",7592941,1,1,1,3,2,1,4,4,1,1,1,1
"9889",7592943,1,1,1,3,2,1,4,4,1,1,1,1
"9890",7592951,1,2,1,1,1,5,6,4,1,2,2,2
"9891",7592952,1,1,1,3,2,1,4,4,1,1,2,1
"9892",7592954,1,1,1,1,2,1,6,4,1,2,2,1
"9893",7592955,1,1,1,1,1,9,7,4,1,1,2,1
"9894",7592956,1,2,1,1,1,1,6,4,1,2,2,2
"9895",7592957,1,1,1,3,2,9,4,4,1,1,2,1
"9896",7592959,1,1,1,1,1,9,7,4,1,2,2,1
"9897",7592960,1,1,1,3,1,1,6,4,1,1,2,1
"9898",7592962,1,1,1,2,1,1,6,3,1,1,1,1
"9899",7592963,1,1,1,4,5,10,7,6,1,1,1,1
"9900",7592964,1,1,1,4,2,1,4,4,3,1,1,1
"9901",7592965,1,1,1,4,1,1,4,4,2,1,1,1
"9902",7592967,1,1,1,4,1,1,4,4,3,1,1,1
"9903",7592968,1,1,1,4,1,1,6,4,3,1,1,1
"9904",7592969,1,1,1,4,1,1,6,1,1,1,1,1
"9905",7592973,1,2,1,1,1,1,6,3,2,1,1,1
"9906",7592975,1,1,1,4,1,1,3,1,3,1,1,1
"9907",7592977,1,1,1,4,1,1,4,4,2,1,1,1
"9908",7592978,1,1,1,3,1,1,4,4,3,1,1,1
"9909",7592980,1,1,1,3,1,1,4,4,2,1,1,1
"9910",7592982,1,2,1,1,1,1,7,4,0,2,2,2
"9911",7592984,1,1,1,3,1,1,4,4,2,1,1,1
"9912",7592985,1,1,1,3,1,1,4,4,2,1,1,1
"9913",7592986,1,2,1,1,1,1,4,3,1,2,2,2
"9914",7592987,1,2,1,4,1,1,4,3,2,1,1,1
"9915",7592990,1,2,1,1,1,9,7,4,0,2,2,2
"9916",7592995,1,1,1,3,1,1,4,3,1,1,1,1
"9917",7592996,1,2,1,1,1,1,4,3,1,2,2,2
"9918",7592998,1,2,1,1,1,1,6,3,1,2,2,2
"9919",7592999,1,2,1,1,1,9,7,4,0,2,2,2
"9920",7593000,1,1,1,3,2,1,6,4,2,1,1,1
"9921",7593004,1,1,1,4,2,1,4,1,5,1,1,1
"9922",7593005,1,1,1,4,2,1,4,1,5,1,1,1
"9923",7593006,1,2,1,1,1,7,7,4,1,1,1,1
"9924",7593008,1,1,1,2,1,1,4,1,1,1,1,1
"9925",7593010,1,1,1,4,2,1,4,1,5,1,1,1
"9926",7593011,1,2,1,1,1,1,7,4,0,2,2,2
"9927",7593013,1,1,1,2,2,1,4,1,2,1,1,1
"9928",7593014,1,2,1,1,1,9,6,4,0,2,2,2
"9929",7593015,1,1,1,4,1,1,4,1,4,1,1,1
"9930",7593016,1,2,1,1,1,4,7,4,1,1,1,1
"9931",7593017,1,2,1,1,1,1,6,4,1,2,2,2
"9932",7593018,1,1,1,3,1,1,6,4,1,1,1,1
"9933",7593020,1,1,1,4,2,1,2,1,6,1,1,1
"9934",7593021,1,1,1,3,1,1,6,3,1,1,1,1
"9935",7593022,1,1,1,4,2,1,4,1,2,1,1,1
"9936",7593023,1,1,1,3,1,1,6,4,1,1,1,1
"9937",7593024,1,1,1,3,1,1,6,3,1,1,1,1
"9938",7593025,1,2,1,2,3,1,4,3,1,1,1,1
"9939",7593026,1,1,1,3,1,1,6,4,1,1,1,1
"9940",7593027,1,1,1,4,2,1,4,1,2,1,1,1
"9941",7593028,1,1,1,1,1,1,6,3,1,1,1,1
"9942",7593029,1,1,1,3,1,1,6,3,1,1,1,1
"9943",7593030,1,1,1,1,1,1,6,3,1,1,1,1
"9944",7593032,1,1,1,4,2,1,2,1,6,1,1,1
"9945",7593033,1,1,1,3,1,5,2,4,1,1,2,1
"9946",7593034,1,1,1,3,2,1,4,1,1,1,1,1
"9947",7593035,1,1,1,4,3,1,4,1,2,1,1,1
"9948",7593039,1,1,1,3,2,1,4,3,1,1,1,1
"9949",7593040,1,1,1,4,2,1,2,1,6,1,1,1
"9950",7593041,1,1,1,3,1,1,4,4,1,1,1,1
"9951",7593042,1,1,1,3,2,1,4,3,1,1,1,1
"9952",7593043,1,1,1,3,2,1,4,1,2,1,1,1
"9953",7593044,1,1,1,3,2,1,4,1,1,1,1,1
"9954",7593045,1,1,1,3,2,1,4,1,2,1,1,1
"9955",7593047,1,1,1,3,3,1,6,3,2,1,1,1
"9956",7593048,1,1,1,2,2,1,4,1,2,1,1,1
"9957",7593049,1,2,1,1,1,5,5,4,NA,2,2,2
"9958",7593050,1,2,1,1,1,5,5,4,NA,2,2,2
"9959",7593051,1,1,1,4,1,1,4,1,3,1,1,1
"9960",7593052,1,2,1,1,1,1,6,3,1,1,1,1
"9961",7593054,1,2,1,1,1,5,5,4,NA,1,2,2
"9962",7593055,1,2,1,1,1,5,5,4,NA,2,2,2
"9963",7593057,1,2,1,1,1,1,6,4,NA,1,2,2
"9964",7593058,1,2,1,3,1,5,5,4,NA,2,2,2
"9965",7593059,1,2,1,3,1,5,7,4,NA,2,2,2
"9966",7593060,1,2,1,1,1,5,5,4,NA,2,2,2
"9967",7593061,1,2,1,3,1,1,6,3,1,1,1,2
"9968",7593063,1,2,1,1,1,1,4,4,NA,1,2,2
"9969",7593065,1,2,1,1,1,1,6,3,1,1,1,2
"9970",7593066,1,2,1,1,1,1,5,4,1,2,2,2
"9971",7593067,1,2,1,1,1,1,6,3,1,1,1,1
"9972",7593069,1,2,1,1,1,4,7,4,1,2,2,2
"9973",7593070,1,2,1,4,1,1,6,4,1,1,1,2
"9974",7593071,1,2,1,4,2,1,4,5,2,1,1,1
"9975",7593072,1,2,1,1,1,5,5,4,1,2,2,2
"9976",7593073,1,2,1,1,1,1,6,4,1,2,2,2
"9977",7593075,1,2,1,3,1,1,6,3,1,1,1,2
"9978",7593076,1,2,1,1,1,1,6,4,0,2,2,2
"9979",7593078,1,2,1,4,1,1,4,3,1,1,1,1
"9980",7593079,1,2,1,1,1,5,7,4,1,1,1,2
"9981",7593080,1,2,1,1,1,4,7,4,1,2,2,2
"9982",7593081,1,2,1,3,1,1,4,3,1,1,1,2
"9983",7593083,1,2,1,1,1,5,7,4,1,2,2,2
"9984",7593084,1,2,1,4,1,3,6,4,2,1,1,1
"9985",7593086,1,2,1,1,1,1,7,6,0,2,2,2
"9986",7593089,1,2,1,3,1,1,7,3,1,1,1,2
"9987",7593091,1,2,1,1,1,1,6,4,1,2,2,2
"9988",7593092,1,2,1,4,1,1,4,3,2,1,1,1
"9989",7593094,1,2,1,3,1,9,7,4,NA,2,2,2
"9990",7593095,1,2,1,3,1,1,6,6,1,1,1,2
"9991",7593096,1,2,1,1,1,1,6,4,0,2,2,2
"9992",7593098,1,2,1,1,1,1,6,4,0,2,2,2
"9993",7593100,1,2,1,1,1,1,6,4,1,2,2,2
"9994",7593101,1,2,1,3,1,1,6,3,1,1,1,2
"9995",7593102,1,2,1,4,2,1,4,4,2,1,1,1
"9996",7593104,1,2,1,3,1,1,6,3,1,1,1,2
"9997",7593105,1,2,1,1,1,1,7,4,0,2,2,2
"9998",7593108,1,2,1,3,1,1,6,3,1,1,1,2
"9999",7593109,1,2,1,1,1,1,6,4,0,1,2,2
"10000",7593111,1,2,1,3,1,1,4,3,1,1,1,2
"10001",7593112,1,2,1,1,1,4,7,4,1,1,1,2
"10002",7593113,1,2,1,1,1,1,4,3,1,1,1,2
"10003",7593114,1,2,1,3,1,5,6,3,1,2,2,2
"10004",7593115,1,2,1,3,1,3,7,4,1,1,2,2
"10005",7593116,1,2,1,4,1,1,4,3,2,1,1,1
"10006",7593117,1,2,1,1,1,1,6,6,1,1,1,2
"10007",7593118,1,2,1,1,1,5,5,3,1,2,2,2
"10008",7593119,1,2,1,3,1,3,7,4,1,1,2,2
"10009",7593120,1,2,1,1,1,1,6,3,1,1,1,2
"10010",7593121,1,2,1,1,1,1,6,4,0,1,2,2
"10011",7593122,1,2,1,3,1,1,6,4,1,1,2,2
"10012",7593124,1,2,1,2,1,1,4,3,2,1,1,1
"10013",7593125,1,2,1,1,1,5,6,3,NA,2,2,2
"10014",7593126,1,2,1,3,1,1,6,4,1,1,2,2
"10015",7593127,1,2,1,1,1,5,6,4,1,1,2,2
"10016",7593128,1,2,1,1,1,1,7,4,0,1,2,2
"10017",7593131,1,2,1,1,1,1,6,4,1,1,2,2
"10018",7593133,1,2,1,3,1,1,6,3,1,1,2,2
"10019",7593137,1,2,1,1,1,1,6,3,1,1,2,2
"10020",7593139,1,2,1,4,2,1,4,3,1,1,1,1
"10021",7593141,1,2,1,3,1,1,7,3,1,1,2,2
"10022",7593142,1,2,1,1,1,4,7,4,1,1,2,2
"10023",7593145,1,2,1,3,1,3,7,6,1,1,2,2
"10024",7593147,1,1,1,4,1,1,4,3,3,1,1,1
"10025",7593149,1,1,1,4,2,1,4,1,3,1,1,1
"10026",7593150,1,1,1,3,3,1,6,3,2,1,1,1
"10027",7593151,1,1,1,4,3,1,6,3,2,1,1,1
"10028",7593152,1,1,1,4,3,1,4,3,2,1,1,1
"10029",7593153,1,2,1,1,1,1,4,4,1,2,2,2
"10030",7593154,1,1,1,4,3,1,4,3,2,1,1,1
"10031",7593156,1,1,1,4,2,1,4,3,2,1,1,1
"10032",7593157,1,1,1,4,2,1,4,1,2,1,1,1
"10033",7593159,1,1,1,3,1,1,6,3,1,1,1,1
"10034",7593161,1,1,1,4,2,1,4,1,1,1,1,1
"10035",7593162,1,2,1,3,1,5,5,4,1,2,2,2
"10036",7593163,1,1,1,4,2,1,4,1,1,1,1,1
"10037",7593165,1,2,1,1,1,1,6,3,1,1,2,2
"10038",7593166,1,2,1,3,1,1,6,4,1,2,2,2
"10039",7593167,1,1,1,4,2,1,4,1,1,1,1,1
"10040",7593168,1,1,1,4,2,1,4,1,1,1,1,1
"10041",7593169,1,2,1,1,1,1,6,4,1,2,2,2
"10042",7593170,1,1,1,4,2,1,4,1,2,1,1,1
"10043",7593171,1,1,1,4,2,1,4,1,2,1,1,1
"10044",7593172,1,1,1,1,1,1,6,3,1,1,1,1
"10045",7593173,1,1,1,3,1,1,6,4,1,1,1,1
"10046",7593175,1,2,1,3,1,1,4,3,1,1,2,2
"10047",7593176,1,1,1,3,1,1,4,1,1,1,1,1
"10048",7593178,1,2,1,3,1,1,6,4,1,2,2,2
"10049",7593179,1,1,1,2,2,1,6,3,1,1,1,1
"10050",7593180,1,1,1,3,1,1,6,3,1,1,1,1
"10051",7593181,1,1,1,1,2,1,6,3,1,1,1,1
"10052",7593182,1,1,1,3,2,1,6,3,1,1,1,1
"10053",7593183,1,2,1,1,1,1,6,4,1,1,2,2
"10054",7593185,1,1,1,1,2,1,6,3,1,1,1,1
"10055",7593186,1,2,1,4,1,1,6,1,1,1,1,1
"10056",7593187,1,2,1,3,1,1,7,4,1,1,2,2
"10057",7593191,1,2,1,3,1,5,6,4,1,2,2,2
"10058",7593192,1,1,1,1,1,1,4,4,1,1,1,2
"10059",7593193,1,1,1,3,1,1,4,3,1,1,1,1
"10060",7593194,1,1,1,3,1,1,6,3,1,1,1,1
"10061",7593197,1,1,1,3,1,1,6,4,1,1,1,1
"10062",7593198,1,1,2,1,2,1,4,3,1,1,1,1
"10063",7593199,1,1,1,1,1,1,4,3,1,1,1,1
"10064",7593203,1,2,1,4,2,1,4,3,1,1,1,1
"10065",7593206,1,2,1,1,1,1,6,4,1,2,2,2
"10066",7593208,1,1,1,4,1,1,4,3,3,1,1,1
"10067",7593210,1,1,1,4,1,1,6,3,2,1,1,1
"10068",7593211,1,2,1,3,1,1,4,4,1,1,2,2
"10069",7593212,1,1,1,4,1,1,4,3,1,1,1,1
"10070",7593213,1,2,1,1,1,5,5,4,NA,2,2,2
"10071",7593216,1,1,1,4,1,1,4,1,3,1,1,1
"10072",7593220,1,1,1,4,1,1,4,3,3,1,1,1
"10073",7593224,1,1,1,2,2,1,4,1,2,1,1,1
"10074",7593226,1,1,1,4,2,1,4,4,2,1,1,1
"10075",7593228,1,1,1,4,2,1,4,1,2,1,1,1
"10076",7593229,1,2,1,3,1,1,6,4,0,1,2,2
"10077",7593231,1,1,1,4,2,1,4,4,1,1,1,1
"10078",7593232,1,1,1,3,1,1,4,3,1,1,2,1
"10079",7593233,1,1,1,3,1,1,6,3,1,1,2,1
"10080",7593234,1,1,1,1,1,1,4,4,2,1,1,1
"10081",7593235,1,1,1,3,1,1,6,3,1,1,2,2
"10082",7593236,1,1,1,3,1,1,6,3,1,1,2,1
"10083",7593237,1,1,1,3,1,1,7,3,1,1,2,1
"10084",7593238,1,1,1,3,1,1,4,3,1,1,2,2
"10085",7593240,1,1,1,3,1,4,7,4,1,1,2,1
"10086",7593241,1,1,1,3,1,1,6,3,1,1,2,1
"10087",7593242,1,1,2,4,1,1,4,4,2,1,1,1
"10088",7593243,1,1,1,3,1,5,7,4,1,1,2,2
"10089",7593244,1,1,1,3,1,1,6,3,1,1,2,1
"10090",7593245,1,1,1,4,2,1,4,1,3,1,1,1
"10091",7593246,1,1,1,3,1,1,6,3,1,1,2,1
"10092",7593247,1,1,1,3,1,1,4,3,1,1,2,2
"10093",7593249,1,1,1,4,2,1,4,4,2,1,1,1
"10094",7593250,1,2,1,3,1,1,4,3,1,1,1,1
"10095",7593251,1,1,1,4,2,1,4,1,2,1,1,1
"10096",7593252,1,2,1,1,1,1,6,4,1,2,2,2
"10097",7593253,1,1,1,2,2,1,4,1,4,1,1,1
"10098",7593254,1,2,1,1,1,1,6,3,0,2,2,2
"10099",7593255,1,1,1,2,2,1,4,4,2,1,1,1
"10100",7593256,1,2,1,3,1,1,6,4,1,2,2,2
"10101",7593257,1,1,1,4,1,1,6,4,2,1,1,1
"10102",7593258,1,2,1,1,1,1,6,4,1,2,2,2
"10103",7593259,1,1,1,4,1,1,4,4,2,1,1,1
"10104",7593261,1,1,1,1,1,1,4,1,2,1,1,1
"10105",7593262,1,1,1,4,2,1,4,1,2,1,1,1
"10106",7593266,1,1,1,4,1,1,4,3,3,1,1,1
"10107",7593268,1,2,1,1,1,1,6,3,0,2,2,2
"10108",7593269,1,1,1,2,1,1,4,1,3,1,1,1
"10109",7593270,1,2,1,1,1,4,7,4,1,2,2,2
"10110",7593273,1,1,1,4,1,1,4,1,3,1,1,1
"10111",7593275,1,1,1,2,1,1,4,1,3,1,1,1
"10112",7593276,1,2,1,1,1,1,7,3,1,2,2,2
"10113",7593279,1,1,1,4,1,1,4,1,3,1,1,1
"10114",7593280,1,1,1,4,1,1,4,3,3,1,1,1
"10115",7593281,1,2,1,3,1,3,6,6,1,2,2,2
"10116",7593283,1,1,1,4,1,1,4,3,3,1,1,1
"10117",7593284,1,2,1,1,1,4,7,4,0,2,2,2
"10118",7593287,1,1,1,2,1,1,4,1,3,1,1,1
"10119",7593288,1,2,1,1,1,1,4,3,0,2,2,2
"10120",7593290,1,2,1,1,1,3,7,4,0,2,2,2
"10121",7593291,1,2,1,1,1,4,7,6,1,2,2,2
"10122",7593292,1,2,1,3,1,1,4,4,1,2,2,2
"10123",7593293,1,2,1,3,1,1,6,4,1,2,2,2
"10124",7593295,1,1,1,3,1,1,6,4,1,1,1,1
"10125",7593297,1,1,1,3,1,9,6,4,1,1,2,1
"10126",7593298,1,2,1,3,1,1,6,3,1,2,2,2
"10127",7593300,1,1,1,2,1,1,4,1,2,1,1,1
"10128",7593301,1,2,1,1,1,1,7,3,1,2,2,2
"10129",7593303,1,2,1,1,1,3,7,6,0,2,2,2
"10130",7593305,1,1,1,4,1,1,4,4,1,1,1,1
"10131",7593308,1,1,1,2,1,1,4,1,2,1,1,1
"10132",7593309,1,2,1,3,1,1,4,3,1,2,2,2
"10133",7593310,1,1,1,4,1,1,4,1,2,1,1,1
"10134",7593311,1,2,1,1,1,3,7,6,0,2,2,2
"10135",7593312,1,1,1,4,1,1,4,1,2,1,1,1
"10136",7593313,1,1,1,4,1,1,4,1,2,1,1,1
"10137",7593315,1,2,1,3,1,1,7,4,1,2,2,2
"10138",7593316,1,1,1,4,1,1,4,1,1,1,1,1
"10139",7593317,1,1,1,4,1,1,4,1,1,1,1,1
"10140",7593318,1,2,1,1,1,1,7,4,0,2,2,2
"10141",7593320,1,1,1,4,2,1,4,1,2,1,1,1
"10142",7593322,1,1,1,2,1,1,4,2,3,1,1,1
"10143",7593325,1,2,1,3,1,1,4,4,1,2,2,2
"10144",7593326,1,1,1,4,1,1,4,1,3,1,1,1
"10145",7593329,1,1,1,4,1,1,4,1,3,1,1,1
"10146",7593330,1,2,2,1,1,1,6,6,1,2,2,2
"10147",7593332,1,1,1,4,1,1,4,1,3,1,1,1
"10148",7593333,1,2,1,1,1,3,7,6,1,2,2,2
"10149",7593334,1,1,1,4,2,1,4,1,2,1,1,1
"10150",7593335,1,2,1,1,1,1,6,4,1,1,2,2
"10151",7593336,1,1,1,4,1,1,4,1,2,1,1,1
"10152",7593337,1,1,1,4,1,1,6,4,2,1,1,1
"10153",7593341,1,2,1,1,1,5,7,4,1,2,2,2
"10154",7593346,1,1,1,4,1,1,6,4,2,1,1,1
"10155",7593348,1,1,1,4,1,1,4,4,2,1,1,1
"10156",7593349,1,1,1,4,1,1,6,4,2,1,1,1
"10157",7593350,1,1,1,4,1,1,4,3,2,1,1,1
"10158",7593351,1,1,1,4,1,1,6,3,2,1,1,1
"10159",7593352,1,1,1,4,1,1,6,4,2,1,1,1
"10160",7593353,1,1,1,4,1,1,4,4,2,1,1,1
"10161",7593354,1,1,1,4,1,1,4,1,2,1,1,1
"10162",7593355,1,1,1,4,1,1,4,3,2,1,1,1
"10163",7593356,1,2,1,1,1,5,7,4,1,2,2,2
"10164",7593357,1,2,1,1,1,1,6,3,1,2,2,2
"10165",7593358,1,1,1,4,1,1,4,3,2,1,1,1
"10166",7593359,1,1,1,4,1,1,4,3,2,1,1,1
"10167",7593360,1,2,1,1,1,3,7,4,1,2,2,2
"10168",7593362,1,2,1,1,1,3,7,4,2,2,2,2
"10169",7593365,1,2,1,1,1,5,7,4,1,2,2,2
"10170",7593366,1,1,1,1,1,1,4,3,2,1,1,1
"10171",7593368,1,2,1,1,1,1,6,6,1,2,2,2
"10172",7593371,1,1,1,4,1,1,4,4,2,1,1,1
"10173",7593372,1,2,1,1,1,5,7,4,1,2,2,2
"10174",7593375,1,2,1,1,1,1,6,3,1,2,2,2
"10175",7593376,1,2,1,1,1,5,7,6,1,2,2,2
"10176",7593377,1,1,1,4,1,1,4,3,2,1,1,1
"10177",7593379,1,1,1,4,1,1,4,3,2,1,1,1
"10178",7593382,1,1,1,2,2,1,4,1,2,1,1,1
"10179",7593384,1,2,1,1,1,1,6,4,1,2,2,2
"10180",7593386,1,1,1,4,2,1,4,3,2,1,1,1
"10181",7593390,1,1,1,2,2,1,4,3,2,1,1,1
"10182",7593392,1,2,1,1,1,5,7,4,1,2,2,2
"10183",7593394,1,1,1,4,2,1,3,1,3,1,1,1
"10184",7593396,1,1,1,2,2,1,4,1,3,1,1,1
"10185",7593397,1,1,1,4,2,1,3,1,3,1,1,1
"10186",7593398,1,1,1,4,2,1,4,1,3,1,1,1
"10187",7593399,1,2,1,1,1,3,6,6,1,2,2,2
"10188",7593400,1,1,1,4,2,1,4,3,3,1,1,1
"10189",7593401,1,1,1,4,2,1,3,1,3,1,1,1
"10190",7593405,1,1,1,4,2,1,4,2,2,1,1,1
"10191",7593406,1,1,1,4,2,1,3,1,3,1,1,1
"10192",7593409,1,1,1,4,1,1,6,3,2,1,1,1
"10193",7593410,1,1,1,4,2,1,6,3,2,1,1,1
"10194",7593413,1,1,1,4,2,1,4,3,2,1,1,1
"10195",7593417,1,1,1,4,2,1,4,1,2,1,1,1
"10196",7593419,1,1,1,4,1,1,4,3,2,1,1,1
"10197",7593422,1,1,1,4,2,1,3,3,2,1,1,1
"10198",7593424,1,1,1,4,1,1,4,3,1,1,1,1
"10199",7593425,1,1,1,4,1,1,4,1,2,1,1,1
"10200",7593426,1,2,1,3,1,3,7,4,1,2,2,2
"10201",7593432,1,1,1,4,2,1,4,3,1,1,1,1
"10202",7593434,1,1,1,4,2,1,6,3,2,1,1,1
"10203",7593437,1,1,1,4,2,1,4,3,3,1,1,1
"10204",7593439,1,1,1,1,2,1,4,3,2,1,1,1
"10205",7593440,1,1,1,1,2,1,4,1,2,1,1,1
"10206",7593444,1,1,1,1,2,5,5,3,2,1,1,1
"10207",7593445,1,1,1,4,1,1,4,3,2,1,1,1
"10208",7593446,1,1,1,4,2,1,4,3,2,1,1,1
"10209",7593447,1,1,1,4,2,5,1,4,2,1,1,1
"10210",7593448,1,1,1,4,2,1,2,3,2,1,1,1
"10211",7593449,1,1,1,4,1,1,4,3,2,1,1,1
"10212",7593451,1,1,1,2,1,1,4,3,2,1,1,1
"10213",7593452,1,1,1,4,1,1,4,3,2,1,1,1
"10214",7593455,1,2,1,1,1,1,6,3,1,2,2,2
"10215",7593456,1,1,1,4,2,1,4,1,2,1,1,1
"10216",7593457,1,1,1,4,1,1,4,4,2,1,1,1
"10217",7593460,1,1,1,3,1,2,6,4,1,1,1,1
"10218",7593461,1,1,1,4,3,1,4,4,2,1,2,1
"10219",7593463,1,1,1,1,1,1,7,4,1,1,2,1
"10220",7593465,1,1,1,1,3,1,6,4,0,1,2,1
"10221",7593466,1,1,1,1,3,5,6,4,0,1,2,1
"10222",7593467,1,1,1,3,1,1,6,1,2,1,2,1
"10223",7593470,1,1,1,3,3,1,4,1,9,1,2,1
"10224",7593471,1,1,1,3,3,1,4,3,2,1,2,1
"10225",7593473,1,2,1,1,1,3,6,4,1,2,2,2
"10226",7593476,1,2,1,1,1,3,6,6,1,2,2,2
"10227",7593477,1,1,1,1,1,1,4,4,1,2,2,1
"10228",7593480,1,1,1,1,3,5,6,4,1,2,2,1
"10229",7593481,1,1,1,4,1,1,4,4,2,1,1,1
"10230",7593487,1,2,1,1,1,4,7,4,0,2,2,2
"10231",7593489,1,2,1,1,1,3,7,4,0,2,2,2
"10232",7593490,1,1,1,3,2,2,6,3,1,1,1,1
"10233",7593491,1,1,1,4,1,1,4,4,2,1,1,1
"10234",7593495,1,1,1,4,1,1,4,3,2,1,1,1
"10235",7593497,1,1,1,4,1,1,4,2,3,1,1,1
"10236",7593499,1,1,1,4,2,1,4,1,3,1,1,1
"10237",7593500,1,1,1,3,2,1,6,3,1,1,1,1
"10238",7593501,1,1,1,4,2,1,4,2,3,1,1,1
"10239",7593502,1,1,1,4,2,1,4,1,3,1,1,1
"10240",7593504,1,2,1,1,1,3,7,6,1,2,2,2
"10241",7593506,1,1,1,4,2,1,4,2,3,1,1,1
"10242",7593507,1,2,1,1,1,1,6,4,1,2,2,2
"10243",7593508,1,1,1,4,2,1,4,2,3,1,1,1
"10244",7593509,1,1,1,4,2,1,4,2,3,1,1,1
"10245",7593510,1,1,1,3,2,2,6,3,1,1,1,1
"10246",7593511,1,1,1,4,2,1,4,3,3,1,1,1
"10247",7593513,1,2,1,1,1,1,6,3,0,2,2,2
"10248",7593514,1,1,1,4,2,1,4,2,3,1,1,1
"10249",7593515,1,1,1,4,2,1,4,3,3,1,1,1
"10250",7593517,1,2,1,1,1,1,4,4,2,2,2,2
