DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P51;P772;P773;P6169;P6169S1;P8564;P8564S1;P8566;P8566S1;P8568;P8568S1;P6191;P6191S1;P8572;P8572S1;P8574;P8574S1;P8576;P8576S1;P55;P774;P774S1;P774S2;P774S3;P775;P776;P776S1;P776S2;P776S3;P58;P58S1;P58S2;P777;P778;P779;P779S1;P779S1A1;P779S2;P779S2A1;P779S3;P779S3A1;P779S11;P779S11A1;P779S12;P779S12A1;P779S5;P779S5A1;P779S6;P779S6A1;P779S7;P779S7A1;P779S8;P779S8A1;P779S13;P779S13A1;P779S9;P779S14;P779S9A2
7776141;8;1;8;44.070099025;2;4;;;;;;;;;;;;;;;;;;2;;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776143;4;2;4;4.3170709249;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;;;1;2;;;;;;;;;
7776154;3;1;3;7.1951182082;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;1;1;;;;;;;;;;;;;;;
7776155;3;1;3;19.659042377;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;1;1;;;;;;;;;;;;;;;;;;;;;
7776156;4;1;4;15.026566971;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776274;5;1;5;5.534706314;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;;;;;;;;;1;2;;;;;;;
7776286;3;1;3;5.534706314;1;;3;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;
7776298;3;1;3;3.9972878934;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;
7776309;3;1;3;32.050981109;1;;3;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;;;1;2;;;;;;;;;;;1;2;;;;;;;
7776350;3;1;3;8.0945079842;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;1;2;;;;;;;
7776370;6;1;6;12.250518822;2;1;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;1;2;1;2;;;1;2;;;;;;;;;;;
7776370;7;1;7;12.250518822;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;1;2;;;1;2;;;;;;;
7776372;3;1;3;2.9167901956;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;1;2;;;;;;;;;
7776373;5;1;5;2.9167901956;5;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;;;1;2;1;2;;;1;2;;;1;2;;;1;2;;;
7776376;4;1;4;2.9167901956;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;1;1;1;;;;;;;;;1;1;1;1;;;;;;;
7776376;5;1;5;2.9167901956;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;1;1;;;;;;;;;
7776378;5;1;5;12.250518822;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;1;2;;;1;2;;;;;
7776378;7;1;7;12.250518822;5;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;1;1;;;;;;;
7776382;4;1;4;3.8142641019;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;1;2;;;;;1;2;;;;;1;2;1;2;;;;;;;
7776388;3;1;3;7.8460755954;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;3;;;;;;;;;;;;;;;
7776388;4;1;4;7.8460755954;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7776388;5;1;5;7.8460755954;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;3;;;;;;;;;;;;;;;
7776392;3;1;3;32.953517501;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;2;;;;;;;;;;;
7776392;4;1;4;32.953517501;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;;;;;;;;;;;;;;;;;
7776393;4;1;4;7.8460755954;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;1;1;1;;;1;2;;;;;
7776394;2;1;2;7.8460755954;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;1;;;1;1;;;;;1;1;;;;;;;;;
7776403;4;1;4;7.8460755954;2;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;1;3;;;;;;;;;;;;;;;
7776407;5;1;5;32.953517501;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;;;;;;;;;;;;;;;;;
7776407;6;1;6;32.953517501;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;;;;;;;;;;;;;;;;;
7776411;4;1;4;15.125042606;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7776417;6;1;6;27.861895512;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;1;2;;;;;;;
7776419;4;1;4;30.986002959;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;;;;;;;1;1;;;;;;;;;
7776425;3;1;3;8.559355195;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;;;;;1;2;;;;;;;;;;;;;;;
7776428;3;1;3;9.4152907145;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;;;;;1;1;;;;;;;
7776430;3;1;3;9.4152907145;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;1;2;;;;;;;;;
7776435;4;1;4;8.559355195;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;1;2;;;;;;;
7776437;3;1;3;8.559355195;5;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;2;;2;24;6;;;;;;;;1;1;;;;;1;2;1;1;;;;;;;
7776493;3;1;3;1081.3786574;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;;;;;1;1;;;;;1;2;1;2;;;;;;;
7776502;3;1;3;563.72813843;2;4;;;;;;;;;;;;;;;;;;1;4;;;;2;;;;;1;1;;;;;;;1;2;1;2;1;2;;;;;;;;;;;;;;;
7776502;4;1;4;563.72813843;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;2;;;1;2;;;;;;;;;;;;;;;
7776509;4;1;4;415.18207382;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7776512;3;1;3;340.71060097;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7776520;5;1;5;106.11832872;3;8;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7776520;12;1;12;106.11832872;2;8;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;10;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7776528;3;1;3;189.31281973;4;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;4;;;;;;;;;;;1;1;;;1;1;1;1;1;1;;;;;;;
7776571;4;1;4;232.38721597;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;15000;1;3;;;3000;1;2;;;;;;;1;2;1;1;;;;;1;1;;;;;;;;;;;
7776579;4;1;4;80.252876757;1;;1;2;;1;50000;1;18000;1;15000;2;;2;;2;;2;;1;3;;;5000;2;;;;;1;1;;;;;1;2;;;;;;;;;;;;;1;1;;;;;;;
7776581;4;1;4;113.80332181;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;;;;;1;2;;;1;2;;;;;;;;;;;
7776581;5;1;5;113.80332181;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;;;;;1;2;;;1;2;;;;;;;;;;;
7776640;3;1;3;77.437641823;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;1;1;;;1;1;1;2;;;;;;;;;
7776642;3;1;3;64.678621018;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7776650;3;1;3;71.865134464;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;1;1;2;1;1;;;;;;;;;;;;;;;;;
7776651;3;1;3;96.622291639;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;
7776652;4;1;4;61.349766154;5;3;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;1;;;;;;;;;1;2;1;1;1;2;;;1;2;;;;;;;;;
7776658;2;1;2;170.0407866;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7776658;9;1;9;170.0407866;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776658;10;1;10;170.0407866;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776692;4;1;4;102.41434611;5;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;1;2;;;;;1;2;;;;;;;;;
7776708;2;1;2;105.82762291;1;;3;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;3000;1;3;;;2000;1;1;;;;;;;1;2;;;1;2;;;;;;;;;;;;;;;
7776722;6;1;6;70.5284004;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;5;;;;;;;;;;;1;1;;;1;1;;;;;;;;;;;
7776724;6;1;6;90.961010376;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;4;;;;;;;;;1;1;1;2;;;;;;;;;;;;;;;
7776725;4;1;4;80.938116339;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7776727;3;1;3;102.46999952;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;;;;;1;2;1;2;;;;;;;;;;;;;;;
7776736;2;1;2;137.4663739;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;2000;1;3;;;2000;1;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;
7776740;5;1;5;217.23818701;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776741;4;1;4;212.9095935;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776754;6;1;6;184.84516029;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776756;3;1;3;93.666971092;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776756;4;1;4;93.666971092;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776758;8;1;8;110.0876735;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776758;10;1;10;110.0876735;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776759;6;1;6;134.70261121;6;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776762;4;1;4;200.11722452;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776763;7;1;7;156.44206504;2;6;;;;;;;;;;;;;;;;;;1;1;;;;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776764;5;1;5;98.01192893;2;6;;;;;;;;;;;;;;;;;;1;1;;;;2;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776765;4;1;4;107.64470726;2;6;;;;;;;;;;;;;;;;;;1;1;;;;2;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776770;4;1;4;114.76949291;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;1;2;;;
7776770;5;1;5;114.76949291;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;1;1;;;
7776771;7;1;7;103.82739928;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776772;4;1;4;133.6256714;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776772;5;1;5;133.6256714;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776772;6;1;6;133.6256714;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776774;4;1;4;103.59174298;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776774;5;1;5;103.59174298;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776776;7;1;7;203.20785265;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776776;10;1;10;203.20785265;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776779;2;1;2;111.38059795;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;1;2;;;;;;;;;;;
7776779;3;1;3;111.38059795;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7776779;7;1;7;111.38059795;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;4000;1;3;;;2000;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776781;5;1;5;132.75055016;2;7;;;;;;;;;;;;;;;;;;1;3;;;4000;1;3;;;4000;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776785;3;1;3;90.36164951;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7776787;4;1;4;119.62948638;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7776796;3;1;3;47.227773413;3;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;;;;;1;1;;;;;;;;;;;
7776796;4;1;4;47.227773413;3;3;;;;;;;;;;;;;;;;;;2;;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;1;;;;;;;;;;;
7776831;3;1;3;12.680798664;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;1;1;1;;;;;;;;;;;;;;;1;1;;;
7776885;4;1;4;84.436352919;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;1;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7776885;5;1;5;84.436352919;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;1;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7776885;6;1;6;84.436352919;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776905;4;1;4;50.918767269;3;3;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;1;1;;;1;1;;;1;1;;;;;1;1;;;;;
7776911;4;1;4;22.921917263;3;3;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;1;1;;;;;;;;;;;
7776913;6;1;6;64.965639883;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;1;;;;;;;;;;;
7776944;2;4;2;88.571302741;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7776946;4;1;4;108.06615524;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;1;2;1;2;;;;;;;
7776955;3;1;3;116.32887254;5;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;1;1;1;1;1;;;;;;;1;2;1;1;;;;;;;
7776957;4;1;4;87.326186053;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;1;2;;;;;;;;;;;
7776958;3;1;3;63.814986613;4;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;4;;;;;;;;;;;;;;;1;1;;;;;;;;;;;
7776967;3;1;3;130.86998161;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;
7776969;5;1;5;128.255285;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;1;1;;;;;1;1;;;;;;;;;;;
7776976;4;1;4;42.020223987;5;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7776982;3;1;3;106.73200518;1;;5;2;;1;90000;1;100000;2;;1;375000;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;1;1;1;1;1;1;1;1;1;4;1;1;1;2;1;1;1;3;1;4;;;
7776982;4;1;4;106.73200518;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;
7777000;2;1;2;71.91511602;1;;3;2;;1;100000;2;;2;;1;10000;2;;2;;2;;1;2;500;10000;;1;2;200;2000;;2;;2;40;3;;;;1;2;;;1;2;;;;;;;1;1;;;;;;;
7777002;3;1;3;74.563190117;5;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;;;;;1;1;;;;;;;;;;;
7777054;3;1;3;16.876098008;3;1;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;
7777055;3;1;3;114.24592455;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;1;2;;;;;;;;;;;
7777055;6;1;6;114.24592455;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;;;;;1;2;;;;;;;
7777063;5;1;5;96.718014413;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;1;2;1;2;;;;;;;
7777063;6;1;6;96.718014413;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;1;2;1;2;;;;;;;
7777064;4;1;4;106.98901335;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;2;;;;;;;1;2;1;2;;;;;;;;;
7777077;3;1;3;48.939946504;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;;;;;;;;;;;;;;;;;
7777077;4;1;4;48.939946504;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7777078;3;1;3;33.968740711;3;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;3;;;;;1;2;1;1;;;;;;;
7777080;3;1;3;61.082304682;1;;3;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;2;;2;22;4;;1;2;1;2;;;1;2;;;1;2;;;;;;;;;;;
7777081;4;1;4;56.386009976;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;1;2;;;1;2;;;;;;;;;;;;;;;
7777082;3;1;3;57.25973741;2;3;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;1;2;;;1;2;;;1;2;;;;;;;;;;;
7777082;4;1;4;57.25973741;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7777083;4;1;4;45.341296429;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;2;;;1;2;;;;;;;;;;;;;;;
7777087;5;1;5;21.03620885;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777087;6;1;6;21.03620885;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777087;9;1;9;21.03620885;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;8;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7777087;10;1;10;21.03620885;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;8;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7777089;3;1;3;41.190383543;2;3;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777089;4;1;4;41.190383543;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777099;4;1;4;50.819382535;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;
7777116;4;1;4;63.314908728;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7777124;3;1;3;67.002215901;6;2;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;1;1;;;;;;;1;2;1;1;;;;;;;
7777126;3;1;3;67.002215901;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;2;;;1;2;;;;;;;;;;;;;;;
7777130;10;1;10;61.005068725;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;7;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7777136;3;1;3;109.25199697;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;;;1;2;;;;;;;;;
7777142;4;1;4;83.100817706;3;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;2;1;2;;;1;2;;;;;
7777144;4;1;4;84.014585885;5;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;2;;2;52;2;;;;;;;;;;;;;;;;1;1;1;2;;;;;
7777145;4;1;4;116.3288302;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;1;2;1;2;;;1;2;;;;;
7777146;3;1;3;116.3288302;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;1;2;;;;;;;;;1;2;;;;;;;
7777146;4;1;4;116.3288302;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7777150;6;1;6;64.421339834;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7777150;9;1;9;64.421339834;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;7;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7777156;2;1;2;122.93953042;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;1;1;1;2;1;1;;;;;;;
7777160;3;1;3;113.29836723;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;1;2;;;1;2;;;
7777165;10;1;10;54.67123048;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;7;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7777171;5;1;5;82.0578228;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7777172;3;1;3;91.849782723;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;1;2;;;;;;;;;;;;;;;
7777174;3;1;3;126.30846234;3;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;1;2;1;2;;;1;2;;;;;1;2;;;;;
7777175;4;1;4;47.448386786;2;2;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;1;1;;;;;;;1;2;;;;;;;;;
7777186;3;1;3;85.275547511;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;1;2;;;;;;;;;;;
7777258;4;1;4;45.107654307;5;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7777261;2;1;2;24.380577767;5;6;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;2;;2;45;2;;;;;;;;;;;;;;;;;;;;;;;1;
7777263;3;1;3;29.918789135;2;5;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
